Sample	Accession	bases_covered_1x	bases_covered_10x	Per_cov_1x	Per_cov_10x	Reads_mapped	Library_Size	Num_MM_reads	percent_MM	unique_reads	percent_mapped	Genome_Length	mean_depth_mapped	max_depth	median_depth	TPM	EffectiveLength	Salmon_TPM	Salmon_read_number	Sequence_length	Sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_012564.1	5240	5223	99.96	99.64	3216	1104782	359	11.1629353233831	2857	0.291098153300832	5242	54.695	277	47	14655.7001355135	7260.33	10892.013143	858.607	5242	Human bocavirus 3, complete genome	638313	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 1	Human bocavirus 3	Human bocavirus 3
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_039475.1	2172	409	28.75	5.41	137	1104782	0	0	137	0.0124006365056636	7556	6.181	37	3	433.127905137476	7985.363	962.011729	83.407	7556	Norovirus GII.17, complete genome	552592	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.17	Norovirus GII.17
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_039476.1	6862	3416	91.06	45.33	1387	1104782	312	22.4945926459986	1075	0.125545130170477	7536	16.26	139	9	4396.66238923283	7840.979	5964.002953	507.736	7536	Norovirus GII.2 strain Env/CHN/2016/GII.P16-GII.2/BJSMQ, complete genome	490039	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.2	Norovirus GII.2
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_039477.1	7426	4882	98.14	64.52	5112	1104782	284	5.55555555555556	4828	0.462715721291621	7567	64.688	761	18	16138.1838299322	7952.061	28712.230142	2479	7567	Norovirus GII, complete genome	122929	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII	Norovirus GII
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_039897.1	2629	447	33.94	5.77	241	1104782	58	24.0663900414938	183	0.021814258378576	7745	6.895	71	3	743.33257881819	7969.391	838.29977	72.536	7745	Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866, complete genome	1529909	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866	Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_044854.1	1127	365	14.65	4.74	88	1104782	7	7.95454545454545	81	0.00796537235400287	7693	7.334	26	4	273.25900757941	7591.796	438.225324	36.122	7693	Norovirus GI strain Hu/JP/2000/GI.6[PNA1]/WUG1, complete genome	122928	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI	Norovirus GI
UF2_HybCap_S152716_trimmed_host_filtered_mapped	NC_045512.2	2776	90	9.28	0.3	86	1104782	0	0	86	0.00778434116413917	29903	3.024	12	2	68.7022938168726	40505.017	72.76885	32.003	29903	Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome	2697049	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome coronavirus 2	Severe acute respiratory syndrome coronavirus 2
UF2_HybCap_S152716_trimmed_host_filtered_mapped	U31778.1	1661	35	21.41	0.45	43	1104782	0	0	43	0.00389217058206959	7757	2.51	12	2	132.422630656564	9941.048	74.157584	8.004	7757	Human papillomavirus type 20, complete genome	31547	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 20	human papillomavirus 20
UF2_HybCap_S152716_trimmed_host_filtered_mapped	U31779.1	1252	0	16.09	0	30	1104782	0	0	30	0.00271546784795552	7779	2.354	6	2	92.1265971894789	10070.896	27.464614	3.003	7779	Human papillomavirus type 21, complete genome	31548	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 21	human papillomavirus 21
UF2_HybCap_S152716_trimmed_host_filtered_mapped	U31781.1	3282	0	44.81	0	78	1104782	1	1.28205128205128	77	0.00706021640468436	7324	2.317	8	2	254.409786837259	9430.137	146.87347	15.038	7324	Human papillomavirus type 23, complete genome	37955	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 23	Human papillomavirus 23
UF2_HybCap_S152716_trimmed_host_filtered_mapped	U31790.1	1352	0	18.82	0	24	1104782	0	0	24	0.00217237427836442	7184	1.763	6	2	79.8054342468771	7952.541	115.890679	10.007	7184	Human papillomavirus type 50, complete genome	40539	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 3	Human papillomavirus type 50	Human papillomavirus type 50
UF2_HybCap_S152716_trimmed_host_filtered_mapped	V01108.1	5029	5002	97.59	97.07	9143	1104782	0	0	9143	0.827584084461912	5153	178.762	847	156	42385.3842173905	6035.845	37454.129089	2454.527	5153	Human BK virus (strain Dunlop) genome. (Closely related to SV40.)	1891762	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus hominis	unclassified Betapolyomavirus hominis subspecies/strain	unclassified Betapolyomavirus hominis strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	X01457.1	3164	1669	61.13	32.24	347	1104782	3	0.864553314121038	344	0.0314089114413522	5176	10.766	27	10	1601.48455331867	6224.565	1398.864709	94.54	5176	Parvovirus h-1, complete genome	10799	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Rodent protoparvovirus 1	H-1 parvovirus	H-1 parvovirus
UF2_HybCap_S152716_trimmed_host_filtered_mapped	X70827.1	2878	0	39.14	0	65	1104782	0	0	65	0.0058835136705703	7353	2.272	8	2	211.172002220872	8943.782	298.639213	29	7353	Human papillomavirus type 4 complete genome	10617	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 1	Human papillomavirus 4	Human papillomavirus 4
UF2_HybCap_S152716_trimmed_host_filtered_mapped	X70828.1	3077	0	41.88	0	78	1104782	0	0	78	0.00706021640468436	7348	2.517	8	2	253.578834893316	9761.102	122.755751	13.01	7348	Human papillomavirus type 63 complete genome	28311	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Mupapillomavirus	Mupapillomavirus 2	Human papillomavirus type 63	Human papillomavirus type 63
UF2_HybCap_S152716_trimmed_host_filtered_mapped	X70829.1	3318	201	45.4	2.75	110	1104782	0	0	110	0.00995671544250359	7308	3.307	13	2	359.568545653463	9296.279	297.84816	30.063	7308	Human papillomavirus type 65 complete genome	28312	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 1	Human papillomavirus 65	Human papillomavirus 65
UF2_HybCap_S152716_trimmed_host_filtered_mapped	X74464.1	987	0	13.28	0	23	1104782	0	0	23	0.00208185868343257	7434	2.338	6	2	73.9082341913281	9469.701	87.556587	9.002	7434	Human papillomavirus type 9 genomic DNA	10621	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 9	Human papillomavirus 9
UF2_HybCap_S152716_trimmed_host_filtered_mapped	X74466.1	2205	0	28.74	0	62	1104782	0	0	62	0.00561196688577475	7673	2.762	8	2	193.025212091278	10076.032	310.935072	34.016	7673	Human papillomavirus type 12 genomic DNA	10604	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 12	human papillomavirus 12
UF2_HybCap_S152716_trimmed_host_filtered_mapped	X74468.1	1217	0	16.42	0	40	1104782	0	0	40	0.00362062379727403	7412	3.293	8	3	128.91757502014	9221.556	85.872509	8.598	7412	Human papillomavirus type 15 genomic DNA	10606	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 15	Human papillomavirus 15
UF2_HybCap_S152716_trimmed_host_filtered_mapped	X74470.1	2465	79	32.08	1.03	77	1104782	0	0	77	0.00696970080975251	7685	3.028	11	2	239.350533785928	9948.747	305.970777	33.051	7685	Human papillomavirus type 19 genomic DNA	10608	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 19	Human papillomavirus 19
UF2_HybCap_S152716_trimmed_host_filtered_mapped	X74471.1	988	0	12.81	0	22	1104782	0	0	22	0.00199134308850072	7713	2.243	5	1	68.1376100514846	10329.926	44.625234	5.005	7713	Human papillomavirus type 25 genomic DNA	10609	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	human papillomavirus 25	human papillomavirus 25
UF2_HybCap_S152716_trimmed_host_filtered_mapped	X74480.1	884	0	11.69	0	24	1104782	0	0	24	0.00217237427836442	7560	2.586	6	2	75.8362750832758	9833.334	74.949311	8.002	7560	Human papillomavirus type 49 genomic DNA	10616	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	Human papillomavirus type 49	Human papillomavirus type 49
UF2_HybCap_S152716_trimmed_host_filtered_mapped	X76931.1	3344	529	58.99	9.33	215	1104782	0	0	215	0.0194608529103479	5669	6.249	50	4	905.981959783887	5547.031	232.671317	14.013	5669	Cucurbit aphid-borne yellows virus genomic RNA	91753	Viruses	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Polerovirus	Cucurbit aphid-borne yellows virus	unclassified Cucurbit aphid-borne yellows virus subspecies/strain	unclassified Cucurbit aphid-borne yellows virus strain
UF2_HybCap_S152716_trimmed_host_filtered_mapped	X86560.1	3844	1060	51.73	14.26	654	1104782	331	50.611620795107	323	0.0591971990854304	7431	9.937	88	5	2102.41300362073	7182.043	1071.127541	83.526	7431	Sapporo virus-Manchester polyprotein and hypothetical proteins, genomic RNA	82659	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapporo virus-Manchester	Sapporo virus-Manchester
UF2_HybCap_S152716_trimmed_host_filtered_mapped	Y15174.1	1628	0	21.57	0	27	1104782	0	0	27	0.00244392106315997	7549	1.674	4	1	85.4401271139569	9599.032	67.606977	7.046	7549	Human papillomavirus type 76 E6, E7, E1, E2, E4, L2, and L1 genes	69985	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	human papillomavirus 76	human papillomavirus 76
UF2_HybCap_S152716_trimmed_host_filtered_mapped	Y15176.1	2266	0	30.51	0	53	1104782	2	3.77358490566038	51	0.00479732653138809	7427	2.261	6	2	170.470797430361	9387.062	201.413166	20.528	7427	Human papillomavirus type 80 E6, E7, E1, E2, E4, L2, and L1 genes	69987	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 80	Human papillomavirus 80
UF2_HybCap_S152716_trimmed_host_filtered_mapped	Z25771.1	5866	5088	86.1	74.68	13482	1104782	390	2.89274588340009	13092	1.22033125087121	6813	221.486	2454	90	47271.9460020414	8810.904	33491.646495	3203.959	6813	Human astrovirus type 1 genes for capsid protein and nonstructural protein	12456	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1	Human astrovirus 1
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AB010145.1	7081	3572	85.82	43.29	1185	1528700	208	17.5527426160338	977	0.0775168443775757	8251	13.897	87	10	2042.76626683567	4536.452	1821.617244	190.565	8251	Aichi virus genomic RNA, complete genome	1313215	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	Aichi virus 1	Aichi virus 1
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AB042808.1	1876	17	24.37	0.22	55	1528700	5	9.09090909090909	50	0.00359782822005626	7697	2.71	11	2	101.636129339818	5966.403	21.804097	3	7697	Chiba virus genomic RNA, complete genome	99565	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Chiba virus	Chiba virus
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AB295643.1	1422	162	23.45	2.67	84	1528700	0	0	84	0.0054948649179041	6064	5.797	49	2	197.027573016312	6143.123	162.355884	23	6064	Radish mosaic virus genomic RNA, segment RNA1, complete sequence	328061	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Comovirus	Radish mosaic virus	unclassified Radish mosaic virus subspecies/strain	unclassified Radish mosaic virus strain
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AB308374.1	4714	1463	70.64	21.92	1447	1528700	545	37.6641326883207	902	0.0946555897167528	6673	20.699	418	4	3084.28371334645	6490.152	833.994462	124.821	6673	Mamastrovirus 1 genomic RNA, complete genome, isolate: V1347	1239565	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	unclassified Mamastrovirus 1 subspecies/strain	unclassified Mamastrovirus 1 strain
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AB365435.1	1757	505	23.04	6.62	245	1528700	61	24.8979591836735	184	0.016026689343887	7627	10.269	58	5	456.89799502843	5459.896	221.415555	27.878	7627	Norovirus Hu/Texas/TCH04-577/2004/US genomic RNA, complete genome	479952	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/Texas/TCH04-577/2004/US	Norovirus Hu/Texas/TCH04-577/2004/US
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AB448776.1	19273	4833	54.73	13.72	2180	1528700	1146	52.5688073394495	1034	0.142604827631321	35215	6.793	47	5	880.512884133721	21664.723	694.153674	346.8	35215	Human adenovirus 37 genomic DNA, complete genome, isolate: 1991	52275	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	Human adenovirus D37	Human adenovirus D37
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AB614356.1	6001	2215	80.27	29.63	566	1528700	14	2.47349823321555	552	0.0370249231373062	7476	9.241	35	6	1076.84712471709	5284.472	935.604952	114.016	7476	Sapovirus Hu/GI.2/BR-DF01/BRA/2009 RNA, complete genome	985691	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/GI.2/BR-DF01/BRA/2009	Sapovirus Hu/GI.2/BR-DF01/BRA/2009
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AB623037.2	4575	477	61.48	6.41	227	1528700	0	0	227	0.0148492182900504	7442	4.899	24	4	433.853500449504	4856.212	353.833268	39.625	7442	Sapovirus Hu/OH08021/2008/JP genomic RNA, complete genome	1003429	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/OH08021/2008/JP	Sapovirus Hu/OH08021/2008/JP
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AB746853.1	4070	316	11.64	0.9	414	1528700	313	75.6038647342995	101	0.0270818342382416	34978	3.606	22	2	168.349674879706	23383.925	47.439836	25.582	34978	Human adenovirus 8 DNA, complete genome, strain: Trim variant	31545	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	Human adenovirus D8	Human adenovirus D8
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AC_000007.1	18160	1818	50.53	5.06	1222	1528700	610	49.9181669394435	612	0.0799372015437954	35937	4.321	28	3	483.655689051759	23437.676	538.556035	291.082	35937	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AC_000008.1	12475	498	34.71	1.39	701	1528700	513	73.1811697574893	188	0.0458559560410807	35938	2.62	18	2	277.441247075788	23249.122	126.659806	67.907	35938	Human adenovirus 5, complete genome	28285	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 5	Human adenovirus 5
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AC_000017.1	13218	951	36.72	2.64	897	1528700	562	62.6532887402453	335	0.0586773075161902	36001	4.032	24	3	354.392720865396	23146.408	276.034815	147.339	36001	Human adenovirus type 1, complete genome	10533	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 1	Human adenovirus 1
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AF022937.1	2601	0	25.98	0	72	1528700	0	0	72	0.00470988421534637	10011	2.773	9	2	102.296776640345	11954.841	94.310268	26	10011	Rhopalosiphum padi virus complete genome	66834	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Rhopalosiphum padi virus	unclassified Rhopalosiphum padi virus subspecies/strain	unclassified Rhopalosiphum padi virus strain
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AF036710.1	4731	3329	95.85	67.44	677	1528700	6	0.886262924667651	671	0.0442859946359652	4936	14.068	38	14	1950.83452061605	4805.639	2552.020297	282.817	4936	Rat parvovirus 1a nonstructural protein (NS1) and nonstructural protein (NS2) genes, complete cds	74581	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Rodent protoparvovirus 2	Rat parvovirus 1	Rat parvovirus 1
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AF043303.1	3940	1752	84.21	37.44	418	1528700	0	0	418	0.0273434944724276	4679	10.462	38	8	1270.66231784936	2642.951	1877.275382	114.416	4679	Adeno-associated virus 2, complete genome	10804	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus A	adeno-associated virus 2	adeno-associated virus 2
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AF108105.1	18347	3622	52.27	10.32	1973	1528700	1245	63.1018753167765	728	0.1290639105122	35100	5.786	35	4	799.515491475721	21600.772	691.906818	344.657	35100	Human adenovirus type 17 complete genome	46922	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	Human adenovirus 17	Human adenovirus 17
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AF252610.1	1612	518	79.14	25.43	145	1528700	0	0	145	0.00948518348923922	2037	8.74	40	6	1012.47401875881	1036.223	711.418481	17	2037	Columbid circovirus (CoCV), complete genome	126070	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Pigeon circovirus	Columbid circovirus	Columbid circovirus
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AF260508.1	3177	711	47	10.52	794	1528700	340	42.8211586901763	454	0.0519395564859031	6759	15.141	170	4	1670.87888283014	6744.764	940.415028	146.271	6759	Human astrovirus type 8, complete genome	43358	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 8	Human astrovirus 8
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AF531420.1	1798	0	24.1	0	42	1528700	0	0	42	0.00274743245895205	7461	2.313	7	2	80.0680339613266	7623.364	45.71155	8.036	7461	Human papillomavirus type 92, complete genome	211787	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 4	Human papillomavirus type 92	Human papillomavirus type 92
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AJ304456.1	1030	77	56.56	4.23	37	1528700	0	0	37	0.00242035716621966	1821	3.591	14	4	289.000565509034	1417	0	0	1821	Goose circovirus complete genome	146032	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Goose circovirus	unclassified Goose circovirus subspecies/strain	unclassified Goose circovirus strain
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AJ620210.1	1318	0	17.96	0	35	1528700	0	0	35	0.00228952704912671	7337	2.654	8	2	67.8510291882988	7621.45	22.758929	4	7337	Human papillomavirus type 95 E6 gene, E7 gene, E1 gene, E2 gene, E4 gene, L2 gene and L1 gene	260716	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 1	Human papillomavirus 95	Human papillomavirus 95
UF3_HybCap_S152715_trimmed_host_filtered_mapped	AM749299.1	33737	32396	99.92	95.95	9927	1528700	54	0.543970988213962	9873	0.649375286190881	33763	28.823	110	26	4181.9988342786	31269.973	6826.715894	4922.774	33763	Human adenovirus type 31 complete genome, serotype 31	10529	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	Human adenovirus 31	Human adenovirus 31
